ID	ESA2008	ESA2009	ESA2010	ESA2011	ESA2012	ESA2013	ESA2014	ESA2015	ESA2016	ESA2017	ESA2018	ESACount	EuroGamer	GamesRadar	Guardien	IGN	MetaCritic	Polygon	TIME	CriticCount	TotalCitationsCount	DigitalGame	Year	YearInterval	Series	Mode	SpatialDimensionality	Platformscount	Protagonist	MainPC	PCTYPE	CharacterPrespective	Narrative	DigitalGameMainGenre	DigitalGameSecondaryGenre	DigitalGameThirdGenre	DigitalGameGenreOTHER	P2_B_MentalHelthRelatedContent	P2_C1_playersOpinionNegativeOpinion	P2_C2_playersOpinionNeutralOpinion	P2_C3_playersOpinionPositiveOpinion	P2_D1_scientificEvidenceNegative	P2_D2_scientificEvidenceNeutral	P2_D3_scientificEvidencePositive	P1_MentalHelthRelatedContent	P1_A1_neuroDevelopmentalDisorders	P1_A2_schizophreniaSpectrumAndOtherPsychoticDisorders	P1_A3_bipolarDisorderAndOtherRelatedDisorders	P1_A4_depressiveDisorders	P1_A5_anxietyDisorders	P1_A6_obsessiveCompulsiveDisordersAndRelatedDisorders	P1_A7_postTraumati	P1_A8_postTraumaticStressAndOtherStressRelatedDisorders	P1_A9_somaticSymptomsDisordersAndOtherRelatedDisorders	P1_A10_eatingDisorders	P1_A11_eliminationDisorders	P1_A12_sleepWakeDisorders	P1_A13_sexualDisorders	P1_A14_genderDysphoria	P1_A15_disruptiveImpulseControlAndConductDisorders	P1_A16_substanceRelatedAndAddictiveDisorders	P1_A17_neurocognitiveDisorders	P1_A18_personalityDisorders	P1_A19_paraphilicDisorders	P1_A20_otherMentalDisorders	P1_COUNTDisorders
237	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"Assassin’sCreed:Revelations"	2011	"2010-2014"	"Assasin'sCreed"	"3"	"3"	5	"EzioAuditoredaFirenze"	"EzioAuditoredaFirenze"	3	3	1	"ActionAdventure"	"Stealth"	" "	" "	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	8
238	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	2	4	"Batman:ArkhamCity"	2011	"2010-2014"	"Batman:Arkham"	"1"	"3"	6	"Batman"	"Batman"	3	3	1	"ActionAdventure"	"Beat'emup"	"Stealth"	" "	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	14
239	0	0	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	3	"Battlefield3"	2011	"2010-2014"	"Battlefield"	"3"	"3"	3	"Henry Blackburn"	"Henry Blackburn"	3	1	1	"FirstPersonShooter"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
240	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	"CallofDuty:ModernWarfare3"	2011	"2010-2014"	"CallofDuty"	"3"	"3"	4	"Cpt. John \"Soap\" MacTavish"	"Cpt. John \"Soap\" MacTavish"	3	1	1	"FirstPersonShooter"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5
241	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	4	4	"DarkSouls"	2011	"2010-2014"	"DarkSouls"	"3"	"3"	6	"Undead"	"Customizable"	1	3	1	"RPG"	"Action"	" "	" "	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	"FIFA12"	2011	"2010-2014"	"FIFA"	"3"	"3"	12	"0"	"Footballplayers"	5	3	0	"Sports"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
243	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"GearsofWar3"	2011	"2010-2014"	"GearsofWar"	"3"	"3"	1	"MarcusMichaelFenix"	"MarcusMichaelFenix"	3	3	1	"ThirdPersonShooter"	" "	" "	" "	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
244	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	"JUSTDANCE3"	2011	"2010-2014"	"JustDance"	"3"	"1"	3	"0"	"0"	0	0	0	"Action"	"Rhythm"	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"L.A.NOIRE"	2011	"2010-2014"	"0"	"1"	"3"	6	"ColePhelps"	"ColePhelps"	3	3	1	"ActionAdventure"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	5
246	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"LegoStarWarsIII:TheCloneWars"	2011	"2010-2014"	"LEGOStarWars"	"3"	"3"	8	"0"	"Multiple"	3	3	1	"ActionAdventure"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
247	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"MADDENNFL12"	2011	"2010-2014"	"MaddenFootball"	"3"	"3"	8	"0"	"NFLPlayers"	5	2	0	"Sports"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
248	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	"MarioKart7"	2011	"2010-2014"	"MarioKart"	"3"	"3"	1	"Mario"	"Multiple"	3	5	0	"Racing"	" "	" "	" "	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
249	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"MORTALKOMBAT2011"	2011	"2010-2014"	"MortalKombat"	"3"	"3"	4	"0"	"Skarlet"	3	4	0	"Fightinging"	" "	" "	" "	1	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
250	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	"NBA2K12"	2011	"2010-2014"	"NBA2KBasketball"	"3"	"3"	7	"0"	"NBAPlayers"	5	2	0	"Sports"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
251	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"NCAAFOOTBALL12"	2011	"2010-2014"	"NCAAFootball"	"3"	"3"	2	"0"	"NBAPlayers"	5	2	0	"Sports"	"Simulation"	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
252	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	6	6	"Portal2"	2011	"2010-2014"	"Portal"	"3"	"3"	5	"Chell(TestSubject#1)"	"Chell(TestSubject#1)"	3	1	1	"Platform"	"Puzzle"	" "	" "	1	1	0	2	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	7
253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	2	"SplinterCell:ChaosTheory"	2011	"2010-2014"	"SplinterCell"	"3"	"3"	8	"SamFisher"	"SamFisher"	3	3	1	"Stealth"	" "	" "	" "	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
254	0	0	0	1	1	0	0	0	1	0	0	3	0	1	1	1	1	1	0	5	8	"TheElderScrollsV:Skyrim"	2011	"2010-2014"	"TheElderScrolls"	"1"	"3"	6	"LastDragonborn"	"Customizable"	1	1	1	"RPG"	"Action"	" "	" "	1	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
255	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"TotheMoon"	2011	"2010-2014"	"RPGMaker"	"1"	"2"	6	"JohnWyles"	"EvaRosalene"	3	3	1	"Adventure"	" "	" "	" "	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3
256	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"ZUMBAFITNESS:JOINTHEPARTY"	2011	"2010-2014"	"Kinect"	"3"	"1"	3	"0"	"0"	0	0	0	"Dance"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
214	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"Assassin’sCreed:BROTHERHOOD"	2010	"2010-2014"	"Assasin'sCreed"	"1"	"3"	6	"EzioAuditoredaFirenze"	"EzioAuditoredaFirenze"	3	3	1	"ActionAdventure"	"Stealth"	" "	" "	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	8
215	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"Battlefield:BADCOMPANY2"	2010	"2010-2014"	"Battlefield"	"3"	"3"	5	"PrestonMarlowe"	"PrestonMarlowe"	3	1	1	"FirstPersonShooter"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
216	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	"CallofDuty:BLACKOPS"	2010	"2010-2014"	"CallofDuty"	"3"	"3"	6	"AlexMason"	"AlexMason"	3	1	1	"FirstPersonShooter"	" "	" "	" "	1	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5
217	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"DonkeyKongCountryReturns"	2010	"2010-2014"	"DonkeyKong"	"3"	"3"	4	"DonkeyKong"	"DonkeyKong"	3	3	1	"Platform"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
218	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	3	"FABLEII"	2010	"2010-2014"	"Fable"	"3"	"3"	1	"HeroofBowerLake"	"Customizable"	1	3	1	"Action"	"RPG"	" "	" "	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	1	0	0	0	1	0	1	0	1	1	0	0	11
219	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	"Fallout:NewVegas"	2010	"2010-2014"	"Fallout"	"1"	"3"	3	"Courier"	"Courier"	1	1	1	"Action"	"RPG"	" "	" "	1	3	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
220	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"GhostTrick:PhantomDetective"	2010	"2010-2014"	"0"	"1"	"2"	2	"Sissel"	"Sissel"	3	3	1	"Adventure"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
221	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"HALO:REACH"	2010	"2010-2014"	"Halo"	"3"	"3"	3	"0"	"supersoldiersNobleTeam"	2	1	1	"FirstPersonShooter"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"HeavyRain"	2010	"2010-2014"	"0"	"0"	"3"	3	"EthanMars"	"EthanMars"	3	3	1	"Adventure"	" "	" "	" "	1	2	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	7
223	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	"JUSTDANCE2"	2010	"2010-2014"	"JustDance"	"3"	"2"	1	"0"	"0"	0	0	0	"Action"	"Rhythm"	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
224	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	"Limbo"	2010	"2010-2014"	"0"	"1"	"2"	11	"NamelessBoy"	"NamelessBoy"	3	4	1	"Puzzle"	"Platform"	" "	" "	1	0	0	2	0	0	0	1	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	8
225	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"MADDENNFL11"	2010	"2010-2014"	"MaddenFootball"	"3"	"3"	7	"0"	"NFLPlayers"	5	2	0	"Sports"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
226	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	5	5	"MassEffect2"	2010	"2010-2014"	"MassEffect"	"3"	"3"	3	"Commander Shepard"	"CommanderShepard"	1	3	1	"Action"	"RPG"	"ThirdPersonShooter"	" "	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
227	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"MICHAELJACKSONTHEEXPERIENCE"	2010	"2010-2014"	"JustDance"	"3"	"1"	10	"Michael Jackson"	"0"	0	0	0	"Music"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
228	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	"NBA2K11"	2010	"2010-2014"	"NBA2KBasketball"	"3"	"3"	6	"0"	"NBAPlayers"	5	2	0	"Sports"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"POKEMONBLACKVERSION"	2010	"2010-2014"	"Pokemon"	"3"	"2"	1	"Hilda"	"Customizable"	3	5	1	"RPG"	" "	" "	" "	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"POKEMONWHITEVERSION"	2010	"2010-2014"	"Pokemon"	"3"	"2"	1	"Hilda"	"Customizable"	3	5	1	"RPG"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
231	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	5	6	"RedDeadRedemption"	2010	"2010-2014"	"RedDeadRedemption"	"3"	"3"	2	"JohnMarston"	"JohnMarston"	3	3	1	"ActionAdventure"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	5
232	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"RockBand3"	2010	"2010-2014"	"RockBand"	"3"	"3"	3	"0"	"0"	0	5	1	"Action"	"Rhythm"	"Music"	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
233	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	2	"SidMeier'sCivilizationV"	2010	"2010-2014"	"Civilization"	"3"	"3"	3	"0"	"Multiple"	4	2	1	"Strategy"	" "	" "	" "	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	"StarCraftII:WingsofLiberty"	2010	"2010-2014"	"StarCraft"	"3"	"3"	2	"JimRaynor"	"0"	0	2	1	"Strategy"	" "	" "	" "	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
235	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	3	4	"SuperMarioGalaxy2"	2010	"2010-2014"	"SuperMario"	"3"	"3"	1	"SuperMario"	"Mario"	3	3	1	"Platform"	" "	" "	" "	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
236	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"XenobladeChronicles"	2010	"2010-2014"	"XenobladeChronicles"	"1"	"3"	4	"0"	"Shulk"	3	3	1	"RPG"	" "	" "	" "	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	"AngryBirds"	2009	"2005-2009"	"AngryBirds"	"1"	"2"	6	"Red"	"Agry Birds"	4	3	0	"Puzzle"	"Casual"	"Strategy"	"Shooter"	1	1	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
191	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	2	"Assasin'sCreedII"	2009	"2005-2009"	"Assasin'sCreed"	"1"	"3"	6	"EzioAuditoredaFirenze"	"EzioAuditoredaFirenze"	3	3	1	"ActionAdventure"	"Stealth"	" "	" "	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	8
192	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	"Batman:ArkhamAsylum"	2009	"2005-2009"	"Batman:Arkham"	"1"	"3"	6	"Batman"	"Batman"	3	3	1	"ActionAdventure"	" "	" "	" "	1	3	3	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	14
193	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"Bayonetta"	2009	"2005-2009"	"Bayonetta"	"1"	"3"	7	"Bayonetta"	"Bayonetta"	3	3	1	"ActionAdventure"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4
194	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	2	"Braid"	2009	"2005-2009"	"0"	"1"	"2"	5	"Tim"	"Tim"	3	3	1	"Platform"	"Puzzle"	" "	" "	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
195	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	3	"CallofDuty:ModernWarfare2"	2009	"2005-2009"	"CallofDuty"	"3"	"3"	6	"SergeantGary\"Roach\"Sanderson"	"SergeantGary\"Roach\"Sanderson"	3	1	1	"FirstPersonShooter"	" "	" "	" "	1	0	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5
196	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"DragonQuestIX:SentinelsoftheStarrySkies"	2009	"2005-2009"	"DragonQuest"	"3"	"3"	1	"TheApprentice"	"TheApprentice:HeroorHeroine"	3	3	1	"RPG"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
197	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"EASPORTSACTIVEBUNDLE"	2009	"2005-2009"	"EASPORTSACTIVE"	"3"	"1"	1	"0"	"0"	0	5	0	"Sports"	"Sandbox"	" "	" "	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"FINALFANTASYXIII"	2009	"2005-2009"	"FinalFantasy"	"1"	"3"	5	"Lightning"	"Lightning"	3	3	1	"RPG"	" "	" "	" "	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
199	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"GUITARHERO:ONTOUR"	2009	"2005-2009"	"GuitarHero"	"3"	"3"	1	"0"	"0"	0	0	1	"Music"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"JUSTDANCE"	2009	"2005-2009"	"JustDance"	"3"	"2"	1	"0"	"0"	0	0	0	"Action"	"Rhythm"	" "	" "	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	2	"LeagueofLegends"	2009	"2005-2009"	"LeageofLegends"	"2"	"3"	2	"0"	"Customizable"	2	2	1	"MMORPG"	" "	" "	" "	1	1	0	3	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	11
202	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	"Left4Dead2"	2009	"2005-2009"	"Left4Dead"	"3"	"3"	4	"TheSurvivors"	"Coach"	3	1	1	"FirstPersonShooter"	"Survival"	"Horror"	" "	1	1	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	13
203	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"MADDENNFL10"	2009	"2005-2009"	"MaddenFootball"	"1"	"3"	7	"0"	"NFLPlayers"	5	2	0	"Sports"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
204	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"MARIO&LUIGI:BOWSER’SINSIDESTORY"	2009	"2005-2009"	"Mario&Luigi"	"1"	"2"	1	"SuperMario"	"Mario"	3	4	1	"RPG"	" "	" "	" "	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
205	0	0	0	0	0	1	1	1	1	1	1	6	0	1	1	1	0	1	1	5	11	"Minecraft"	2009	"2005-2009"	"0"	"3"	"3"	18	"Steve"	"Steve"	3	5	0	" "	"Survival"	" "	" "	1	1	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
206	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	"Plantsvs.Zombies"	2009	"2005-2009"	"Plantsvs.Zombies"	"3"	"2"	13	"CrazyDave"	"0"	0	0	1	"Strategy"	" "	" "	" "	1	0	0	5	0	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	0	0	1	0	1	1	0	0	12
207	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"POKEMONSOULSILVERVERSION"	2009	"2005-2009"	"Pokemon"	"3"	"2"	1	"Ethan"	"Customizable"	3	5	1	"RPG"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
208	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"ReSidentEvil5"	2009	"2005-2009"	"ResidentEvil"	"3"	"3"	5	"ChrisRedfield"	"ChrisRedfield"	3	3	1	"Survival"	"Horror"	" "	" "	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	0	12
209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	"TheOregonTrail"	2009	"2005-2009"	"OregonTrail"	"1"	"2"	5	"0"	"0"	0	2	1	"Casual"	"Simulation"	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
210	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"UFC2009UNDISPUTED"	2009	"2005-2009"	"UFCFighting"	"3"	"3"	2	"0"	"UFCfighters"	3	4	0	"Sports"	" "	" "	" "	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	4	4	"Uncharted2:AmongThieves"	2009	"2005-2009"	"Uncharted"	"1"	"3"	2	"Nathan\"Nate\"Drake"	"Nathan\"Nate\"Drake"	3	3	1	"ActionAdventure"	"ThirdPersonShooter"	" "	" "	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
212	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	"WIIFITPLUS"	2009	"2005-2009"	"Mii"	"3"	"3"	1	"0"	"Customizable"	1	5	0	"Exergaming"	" "	" "	" "	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	"WIISPORTSRESORT"	2009	"2005-2009"	"Mii"	"3"	"3"	1	"0"	"Customizable"	1	1	0	"Casual"	"Sports"	" "	" "	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	"CallofDuty:WORLDATWAR"	2008	"2005-2009"	"CallofDuty"	"3"	"3"	4	"Private/PfcC.Mille"	"Private/PfcC.Mille"	3	1	1	"FirstPersonShooter"	" "	" "	" "	1	0	0	2	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5
174	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	"DeadSpace"	2008	"2005-2009"	"DeadSpace"	"1"	"3"	3	"IsaacClarke"	"IsaacClarke"	3	3	1	"Survival"	"Horror"	" "	" "	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	6
175	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	2	"Fallout3"	2008	"2005-2009"	"Fallout"	"1"	"3"	3	"LoneWanderer"	"LoneWanderer"	1	1	1	"Action"	"RPG"	" "	" "	1	0	0	2	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
